"Date","Volume.filtered_mL","Sample.dryweight_g","Sample.wetweight_g","C10.0_PERCENT","C11.0_PERCENT","C12.0_PERCENT","C13.0_PERCENT","C14.0_PERCENT","C14.1_PERCENT","C15.0_PERCENT","C16.0_PERCENT","C16.1n.7_PERCENT","C16.1n.9_PERCENT","C17.0_PERCENT","C18.0_PERCENT","C16.3n.4_PERCENT","C18.1n.7_PERCENT","C18.1n.7t_PERCENT","C18.1n.9c_PERCENT","C18.1n.9t_PERCENT","C18.2n.6c_PERCENT","C18.2n.6t_PERCENT","C18.3n.3_PERCENT","C18.3n.6_PERCENT","C18.4n.3_PERCENT","C20.0_PERCENT","C20.1n.9_PERCENT","C20.3n.3_PERCENT","C20.4n.6_PERCENT","C20.5n.3_PERCENT","C22.0_PERCENT","C22.1n.9_PERCENT","C22.2n.6_PERCENT","C22.4n.6_PERCENT","C22.5n.3_PERCENT","C22.5n.6._PERCENT","C22.6n.3_PERCENT","C23.0_PERCENT","C24.0_PERCENT","C24.1n.9_PERCENT","C16.2n.4_PERCENT","C20.4n.3_PERCENT","C22.1n.11_PERCENT","TotalFA_ug"
2015-03-13,7180,0.2208,2.3867,0.000661028911984125,0.000302715364328765,0.00253269590635945,0.00221813516883457,0.116867919507081,0.00095805189023297,0.00765473903365379,0.18588198527737,0.14442970548129,0.0274099243481321,0.00453979208473774,0.0875314584744682,0.0351246989872736,0.0380985509097903,0.00145588790026223,0.018196222538178,0.00199942287409265,0.0473036334566822,0.000982934934146454,0.00534280921954903,0.0169463083978349,0.0274310293653217,0.00471578693427441,0.00293654870360972,0.000939553228482651,0.00449269170641904,0.095174797015452,0.00233517465613201,0.00662872809784331,0,0,0.00245532461414542,0.000688247017024146,0.0645686887072764,0.00212458023236957,0.00191827513115193,0.0045506206989112,0.0244861184163913,0.00220247467518486,0,319.054741692925
2015-03-18,9700,0.0601,1.7239,0.00119617933025135,0,0.00749273802334774,0.00120036808353717,0.0588683331824801,0.00122219238660991,0.00642357488813181,0.22282587341615,0.0531772675340313,0.0105185606302705,0.00518977752033014,0.284668376395291,0.0160852381326645,0.0236772173478503,0.0038383100687411,0.0383961729069551,0.00428718421655887,0.0265854356695667,0.00226408148012408,0.00393413379122043,0.00174244335879387,0.0130548820625714,0.00952349338690526,0.0054921617694458,0.000427634223393333,0.00191096933762334,0.0778982935522844,0.0118236371803924,0.007258839040463,0,0.000951862431198334,0.00503731027734815,0.0005436056317852,0.0644292725696881,0.00838683285566821,0.00321390690614525,0.00248885147219493,0.00851347474001829,0.00218329055799833,0.000851187468473511,672.670056292625
2015-03-24,9400,0.0478,1.3067,0.000786460063365442,0,0.00563865266956355,0.000866312088538145,0.0644679194041338,0,0.0049854237176544,0.174555823871927,0.0608087076960463,0.0101425113048628,0.00754827148298343,0.366630441259229,0.00768972940828011,0.0213563911237121,0.00543152643436938,0.0216101726228593,0.00346768216002978,0.0289117245886369,0.00108616603618219,0.00646802215842029,0.000929769017447494,0.0143558036571972,0.0148407674368118,0.00784075921083028,0.00097851417920782,0.00290500041376724,0.0727278916885651,0.00314021407392338,0.00352292105756279,0,0,0.00241975615147749,0,0.0656270776831871,0.00221436288979636,0.00152964638031059,0.0033628859551483,0.00728476647800053,0.00201127593488697,0,226.702009372415
2015-03-31,9800,0.034,1.1381,0.00136683437760524,0,0.00542121562668939,0.00138987342036872,0.0781264607533653,0.0019955947434611,0.00515679273554222,0.197159508538932,0.0781358348761035,0.0137015901893115,0.00705604189320451,0.211443211909944,0.00834070718089331,0.0224494198218857,0.00261634875032359,0.0436573038190789,0.00165549565502379,0.0285414372596252,0.0156816857471463,0.0200898768138576,0.0016390990863289,0.0509413556923724,0.0102829924478738,0.00219790588074664,0.000554535337379479,0.00219674216211809,0.0796886239652583,0.00404805328194477,0.0283117108360066,0,0,0.00165060004558561,0.0017889120921586,0.0552829981962717,0.00187018446776334,0.00277770747507547,0.00246056812521456,0.00585396769432507,0.00284817993376951,0,200.267045542588
2015-04-06,10000,0.0226,0.6044,0.00146000325579956,0,0.00542021222040591,0.000781468923439204,0.0783696595250774,0.000442100096263468,0.00425867868067181,0.16666344326677,0.0537026585056289,0.0101053354939924,0.00647167272083497,0.154445466473602,0.0081075022505461,0.0211464881684981,0.00128250749011591,0.0990320813959602,0,0.0608671005518038,0.00286092971744869,0.0241555939938106,0.00104966338564516,0.0727730060181614,0.00679110482834013,0,0.000892053486890237,0.00222866388445411,0.0983131106772339,0.00255284442394581,0.00638855492948599,0,0,0.00169764096137208,0.00145897433877842,0.0871576439641288,0.00221697216027274,0.00254027175723243,0.00180646971318671,0.00891605266608517,0.00228397367451957,0,237.7777055264
2015-04-14,9500,0.0891,2.2322,0.000973512728195863,0.000217464919220191,0.000444612677976837,0.00272473509897109,0.15257303286085,0.00124203595061514,0.00801342028162799,0.153425650765746,0.172131262688387,0.0296678586876148,0.0039890748896395,0.0772424184469029,0.0355720524795865,0.0346325522229612,0.00139280935011568,0.040455980944159,0.00189839340485762,0.0565003661292919,0.00231203750258526,0.00931093498354154,0.00524156188726452,0.0381995182055267,0.00370246094434185,0.00142818161385762,0.000413987751958508,0.00225959910748081,0.0579721945552123,0.00129339250874202,0.00464297098838184,0,0.00257820035413552,0.00215536339367984,0.000698088841081473,0.0535398675836662,0.00130215927118988,0.00208991991187896,0.000948932302806516,0.0288381588430805,0.00238279290220018,0,495.433407141869
2015-04-22,7500,0.076,2.112,0.00102214030532543,0,0.00795903301687914,0.0021726459278074,0.147896000979009,0,0.00673868983060139,0.200545875086832,0.0965596669123273,0.0150541377770749,0.00602860078676154,0.118905259172174,0.0125835324904817,0.0327284698534255,0,0.0459444462361815,0,0.0501602826913775,0,0.00815505055686977,0.0015377552147229,0.0168354689596779,0.00722462457959833,0.00505589560458826,0.00137929706309244,0.00395323428002869,0.0927039635168686,0.00506441482392709,0.0140022508234647,0,0,0.00275205879613051,0,0.0677175212371719,0.00211485230134732,0.00196967375511964,0.00292483824404429,0.0161364277980535,0.00225999311227162,0.001354248839322,181.181909361681
2015-05-01,8950,0.0562,1.2595,0.00159291924570369,0.000763940336765605,0.00733581413271221,0.00290268658307364,0.183097557764558,0.00093751802330289,0.00633301938694234,0.155332168935776,0.1206309032274,0.0164104620820485,0.004667140972331,0.0809996850136262,0.0232945525350617,0.0309566867278256,0.00107392576317754,0.0381489664878356,0.00155007237635814,0.0716875283341025,0.00227706148146752,0.00431968858730348,0.00664367504858915,0.0109432319655021,0.00419739244059655,0.00148051685754102,0.000812141673001289,0.00825623444950717,0.108462788417196,0.0028142772938628,0.00988713227318906,0,0,0.00281861380276697,0.00194467439042448,0.0545604445199247,0.000996403708319965,0.00108862764184071,0.00171032781220694,0.0218010141025803,0.00233027176098079,0,408.388402304528
2015-05-05,6800,0.2104,2.1115,0.000938130820893851,0.000284148643491291,0.00620845564229937,0.00187567052880422,0.171123478227808,0.000864731026399619,0.00664370963124167,0.162020941493743,0.135212356699674,0.0113590862201149,0.00397224661707021,0.0681321936047741,0.01917665813206,0.0265883353887109,0.000731039834479246,0.0410930974299397,0.00139205383623959,0.0485382563574687,0.00202484625560596,0.0052096232070007,0.00985870169354816,0.0125354755961839,0.010511584625177,0.00168612318450596,0.000966412904435726,0.0109306631353104,0.12356285473235,0.00297144085942492,0.0132210893191755,0,0,0.0038221215192384,0.00299405928624873,0.064552541133508,0.00106891144340279,0.00118423408163597,0.00143294077641276,0.0180683140478575,0.00286775995152548,0,382.034174356053
2015-05-13,10000,0.1073,2.4415,0.00127588813871881,0,0.00625476904911483,0.00135568929014303,0.120486571937041,0.000759930088639688,0.00709548571989559,0.185226382476302,0.0944223080514426,0.00873528026315706,0.00572651793641165,0.189773824520696,0.00622118575071895,0.0327469786024136,0.00162751284767945,0.0304188713196151,0.00059497934054313,0.0306696326002809,0.00226522979105115,0.00983640817789817,0.00152217262572664,0.0426461584330139,0.0090903729613839,0.00210359221267756,0.00153925120341476,0.00749248158367473,0.0902914516790464,0.00411533136613687,0.0134985458085267,0,0,0.00302722084876307,0.000947711141311613,0.0671003577282501,0.00249801414975681,0.00262638120926052,0.00277449319915723,0.0087531926237754,0.00213727808380873,0,302.443027144307
