"Date","C.N","delta15n","delta13c","POC_ug.L","PN_ug.L","chl_20um","chl_GF.F","chl_3um","phaeo.chla","NO3","PO4","Si","SST","SSS","log10.N2","Rain2Day","WindSp2Day","WindDir2Day","Bacillariophyta","Chlorophyta","Ciliophora","Cryptophyta","Dinoflagellata"
2015-05-26,5.496643359015,6.0846372365,-21.60921292,182.752890708333,24.5469642,0.3275760025,0.1776246055,0.1930654205,0.896059261374732,0.13,0.109,3.016,15.85605,26.7555,-2.94845991122913,0,1.98041666666667,169.634291666667,NA,NA,NA,NA,NA
2015-06-03,5.28572874429304,5.749310366,-22.433691995,174.333527833333,30.06999832,0.2191843855,0.2139709655,0.2823882495,0.811549764597267,0.5455,0.235,7.2945,NA,NA,-2.95828466744572,20.2,1.22977083333333,209.437708333333,NA,NA,NA,NA,NA
2015-06-15,4.34428015631109,4.2876938655,-23.56968614,182.05621415,32.362257705,1.932230584,0.3156292845,0.401614243,0.424092129483409,15.445549605,1.343,41.463390695,11.2848,28.62275,-3.34021553968038,0,1.93645833333333,211.153083333333,NA,NA,NA,NA,NA
2015-06-24,NA,NA,-22.0775862,84.7193968333333,NA,0.1283505325,0.2447404325,0.0998306285,0.864246621983993,0.207163885,0.127479606,3.679706993,16.88715,26.33835,-2.87035192639814,0,1.63710416666667,180.017916666667,NA,NA,NA,NA,NA
2015-06-30,4.50247491754179,5.7298489945,-23.66168606,129.96548805,26.931969785,0.1109066165,0.6491479705,0.1230141985,0.514766581789895,0.42897051,0.263056449,14.8330503,13.493,27.4936,-2.92503715971065,0,1.49583333333333,199.525270833333,NA,NA,NA,NA,NA
2015-07-07,4.84432159677533,3.8125004405,-24.616826095,132.425239185714,25.7467383728571,0.0356704365,0.487710942,0.213611288,0.563189253254639,14.82191257,1.3556980635,42.144474965,11.86145,27.6084,-3.05004330747253,0,0.98425,163.391458333333,NA,NA,NA,NA,NA
2015-07-22,4.33177628272852,4.170257769,-25.222732895,126.301390830769,50.5217704153846,0.012960802,1.917148799,0.095212552,0.336613846445073,11.429781175,1.156251809,39.53565523,14.64785,27.4266,-3.07903764305418,0,2.6703125,228.312333333333,NA,NA,NA,NA,NA
2015-07-28,4.24061232567427,6.042832285,-25.04071698,231.6996856,43.309327915,0.021859132,0.595616666,0.13634249,0.384513304541637,0.3899269605,0.3095589725,30.48224545,16.53475,27.98685,-3.07836105166368,2,1.77677083333333,188.651875,NA,NA,NA,NA,NA
2015-08-12,4.2755639717563,5.9696941045,-24.1883696,134.431612,31.78180076,0.0551859715,0.666450376,0.139580888,0.392038828263404,0.1743159495,0.4043029455,18.693883765,17.15635,28.10805,-3.05259416260576,0.2,0.95025,200.799791666667,NA,NA,NA,NA,NA
2015-08-20,4.30660688976388,4.1927685055,-25.06519449,165.1025738,34.47880764,0.5784534175,0.7873897545,0.482857498,0.495608696845475,13.040049655,1.2370570355,35.1368747,12.30305,28.3132,-3.20178187435188,0,3.023625,160.5886875,NA,NA,NA,NA,NA
2015-08-25,4.59331469345533,6.456660809,-23.799723215,341.51603185,68.7752656316667,4.4161768395,0.841026659,0.374232655,0.344429073218361,2.998865743,0.4340686025,16.686489005,11.1667,28.5252,-3.07580741884335,0,1.7513125,222.395,NA,NA,NA,NA,NA
2015-09-02,3.49131312597492,3.369494749,-25.5359142,189.4256528,74.74390888,0.7633469345,1.2191688265,0.342571375,0.476760024873067,5.548470618,0.759704413,24.995972195,15.0665,28.0869,-3.63383524754079,16.4,1.03329166666667,207.80625,NA,NA,NA,NA,NA
2015-09-09,4.30912176094422,6.814271007,-24.521467925,226.0708203,57.43337988,1.246843609,1.0481738585,1.7797063035,0.233223737284671,0.192546145,0.234670391,17.700867745,15.58645,27.11075,-3.04615700801922,10.4,1.04872916666667,171.457916666667,NA,NA,NA,NA,NA
2015-09-28,4.84786160575748,5.009967227,-26.03544829,181.589038997596,17.4166536336538,0.286713559,0.3610350735,0.4608532565,0.309347067305778,14.36417988,1.282733679,37.219553455,12.5757,28.76505,-3.18932924989882,0,2.18060416666667,229.694791666667,NA,NA,NA,NA,NA
2015-10-06,3.83294652983827,5.5772163105,-25.272993175,394.549303418966,92.2788639913793,2.725441455,0.8076286625,0.438705935,0.211379922082911,5.4075,0.596224369,27.36149136,11.65525,27.7803,-3.13458825392288,0,0.644375,208.600208333333,NA,NA,NA,NA,NA
2015-11-03,NA,NA,-23.424825905,114.295619313725,NA,0.517105367,0.098807757,0.095929436,0.475733288687766,18.43432181,1.68568818,38.63721136,11.39285,28.7829,-3.71787602830509,12.8,1.45233333333333,262.708125,NA,NA,NA,NA,NA
2015-12-11,3.21824155165285,7.172368859,-26.1665691,97.1830453166667,31.21742183,0.027276436,0.0583927445,0.0178343985,2.62779279482893,27.679360415,2.382264137,49.311808,9.29565,29.1313,-4.9922000439397,19.6,2.682875,182.205,NA,NA,NA,NA,NA
2016-01-05,2.64762032568956,4.153198018,-27.23315553,72.693392122549,25.4785860380719,0.033080941,0.1618360525,0.1383263015,1.09126906763252,29.21347577,2.38972139,51.39497174,7.14285,28.50645,-4.66268184202158,0.4,0.925916666666667,253.9823125,NA,NA,NA,NA,NA
2016-02-02,5.3543785019525,6.247819631,-27.585082205,105.78845845,19.0599691125,0.105566975,0.341806338,0.354645079,0.378361594990949,28.06434413,2.2973658275,49.842325675,7.54255,27.8988,-3.58536199071599,3.8,0.849375,241.162208333333,NA,NA,NA,NA,NA
