file,RUNINFO,IVOL,METHODNAME,1_C04:0_AREA,1_C06:0_AREA,1_C08:0_AREA,1_C10:0_AREA,1_C11:0_AREA,1_C12:0_AREA,1_C12:1_AREA,1_C13:0_AREA,1_C14:0_AREA,1_C14:1_AREA,1_C15:0_AREA,1_C15:1_AREA,1_C16:0_AREA,1_C16:1n-7_AREA,1_C16:1n-7t_AREA,1_C16:1n-9_AREA,1_C17:0_AREA,1_C17:1_AREA,1_C18:0_AREA,1_C18:1n-12_AREA,1_C18:1n-7_AREA,1_C18:1n-7t_AREA,1_C18:1n-9c_AREA,1_C18:1n-9t_AREA,1_C18:2n-6c_AREA,1_C18:2n-6t_AREA,1_C18:3n-3_AREA,1_C18:3n-6_AREA,1_C18:4n-3 SDA_AREA,1_C18:5n-3?_AREA,1_C19:0_AREA,1_C20:0_AREA,1_C20:1n-12_AREA,1_C20:1n-15_AREA,1_C20:1n-9_AREA,1_C20:2n-6_AREA,1_C20:3n-3_AREA,1_C20:3n-6_AREA,1_C20:4n-6_AREA,1_C20:5n-3_AREA,1_C21:0_AREA,1_C22:0_AREA,1_C22:1n-9_AREA,1_C22:2n-6_AREA,1_C22:3_AREA,1_C22:4n-6_AREA,1_C22:5n-3_AREA,1_C22:5n-6?_AREA,1_C22:6n-3_AREA,1_C23:0_AREA,1_C24:0_AREA,1_C24:1n-9_AREA,1_Diatom II_AREA,1_Diatom III_AREA,1_UNK II_AREA,1_ant-15:0_AREA,1_iso-15:0_AREA,1_Total FA_G_AREA
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-19 19_56_26_J319-P17.DATA,N.A.,3,2020-02-19 AKM,9.143829277,5.588571539,11.05005032,2.665731027,0,18.93741048,12.67086819,0,209.4033704,6.61890505,16.69832616,0,424.9077269,166.0866956,9.417088266,32.74565762,20.22323166,0,173.5556865,0,52.31285541,0,98.71626712,0.876819264,154.1020817,32.68165321,65.02120654,2.095916153,106.6307152,3.617659571,6358.068198,9.967360713,2.392158282,0,0,2.928814879,0,68.73215836,3.051373176,83.53689315,15.14855341,9.542901462,4.344644618,0,0,0,2.057109601,0,96.44493475,0,9.585660596,3.440552682,2.57974985,3.99357508,3.477256247,18.51987849,17.4426083,8644.396695
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-19 20_22_32_J319-P18.DATA,N.A.,3,2020-02-19 AKM,7.970924054,3.108977881,11.79462499,3.849504077,0,32.64713352,16.88555548,0,215.4055923,3.796612789,15.20685299,0,481.4620833,161.6558992,8.783951908,35.45976536,24.78665079,0,175.918767,0,55.0315709,0,173.096645,19.71815359,109.4095651,31.333135,79.65582016,3.276469175,201.8111751,22.88681777,9491.483013,13.17568986,2.535633078,0,0,18.6646986,2.858484068,138.6670097,5.821675865,245.5516329,22.59885701,11.44523546,9.003040782,0,0,0,6.927876256,1.28362663,226.8232462,2.934593025,8.34414948,14.31845017,3.80495909,18.29360542,13.87434,15.90640191,15.02938841,12626.98926
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-19 20_48_38_J319-P19.DATA,N.A.,3,2020-02-19 AKM,6.781432338,3.125489954,13.52234615,4.578558081,0,32.86623483,24.32256472,2.596454481,307.9407593,8.135022332,24.09120969,0,625.1824478,268.2795851,14.89634412,50.38725464,30.92883525,1.717171174,464.8189438,9.28776542,117.0260675,3.838381566,75.28292636,25.23498418,85.24138347,55.66766312,85.17192439,4.309658311,135.3280481,0,11231.02532,25.89261082,4.458869576,0,6.20235302,10.14991746,1.875657618,76.44152811,5.686116729,134.3730597,27.45103733,13.38026307,6.637999089,0,0,0,7.041547919,0,155.9796674,3.073911674,10.97948523,3.836298176,1.012866608,9.856633994,10.30309594,32.22942775,42.10645623,14739.28278
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-19 21_14_44_J319-P20.DATA,N.A.,3,2020-02-19 AKM,13.18869088,6.749072352,20.10987085,15.91547739,3.665879898,111.3260513,18.43075179,10.32550521,765.7254658,7.027541784,64.59747543,0,1498.38146,633.3172746,46.47112515,111.0038887,59.16907347,0,419.2861528,0,411.695358,3.901790383,623.339689,1.928562448,555.0103681,47.9398107,180.0192333,10.18161162,342.5333456,2.677298183,11593.77656,32.36455509,16.32401621,7.767296255,19.51806594,91.16600771,10.73980836,211.0262595,33.57978982,531.9347282,29.68319469,27.34387666,5.288824529,0,3.320031944,0,26.4715272,11.23288393,577.6861326,7.181900164,22.04488014,17.19740915,8.35936327,52.00717005,16.14561022,98.59212807,137.6213581,20947.47926
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-19 21_40_49_J319-P21.DATA,N.A.,3,2020-02-19 AKM,9.102577881,2.874640527,11.22421016,5.639947695,2.036157779,42.88986105,8.117377675,4.713001309,552.6772198,4.705004681,45.85600995,0,888.1960005,452.3289579,20.05365183,38.39240396,24.20822624,5.928808135,325.8396636,0,160.4411074,0,283.4092989,31.32321459,333.8964375,14.17594206,99.7652271,7.463754907,80.37128386,0.870368582,6343.308423,24.51297737,8.248450702,6.672383277,17.24883918,38.87868355,5.728351201,44.12979124,37.17652753,401.5601363,18.88953058,23.05138496,12.60272444,0,0,0,17.31625316,10.00917766,356.3430907,3.61613986,13.10195651,9.6653184,6.454710722,38.5688247,13.9179984,40.14035144,62.70462573,11769.57556
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-19 22_06_55_J319-P22.DATA,N.A.,3,2020-02-19 AKM,8.395442291,5.307043679,11.47644409,4.188657691,1.358125416,31.29378885,12.67385565,2.067654268,193.2070949,3.260435747,20.33385458,0,663.0587493,164.0325047,13.39982756,43.2531791,27.65289035,0,579.7621197,0,101.9257307,4.09127499,196.1036233,18.93757127,304.6458184,32.72298643,143.9147319,3.060449432,179.6532513,2.822720667,7484.494674,28.74926854,0,0,2.275538262,39.6774074,40.85773341,99.71332379,5.441370376,148.9086095,19.62917851,12.96423409,3.917690733,0,0,0,4.890188582,6.05166579,182.4313045,2.384909704,10.97601207,9.776283091,0,10.14078904,5.498558196,15.17769833,26.15639076,11538.63289
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-19 22_33_01_J319-P23.DATA,N.A.,3,2020-02-19 AKM,19.06021651,5.355525513,16.4750104,10.30321466,5.078903896,67.12413036,16.60084008,6.891725202,739.6067497,8.395287221,69.28409162,0,1765.646887,663.7313535,21.91662422,115.8693605,150.8906247,2.210967602,451.9550488,29.31717458,219.8786544,0.981378267,373.3552086,1.987405082,449.433512,40.76937383,226.3920165,19.09096593,546.6955825,6.251828314,9800.300498,28.05752824,5.896964841,0,12.25204263,21.7346268,58.35881159,303.3641707,32.42168622,768.1037562,28.85554772,54.12513517,25.23908932,0,0,0,23.0915135,10.87538527,602.1905109,6.015959649,24.41514174,40.73360958,7.947536229,48.60799325,26.10006174,46.6662462,71.61611928,19009.29422
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-19 22_59_07_J319-P24.DATA,N.A.,3,2020-02-19 AKM,15.30219596,4.647567476,12.73354303,4.946776409,0,26.62277304,19.84870105,0,244.4222309,0,28.65201252,0,595.6156247,167.1853654,9.724084114,26.70392597,16.00209179,2.972272731,214.0348475,0,85.22764454,0,74.72726555,34.33301366,117.3739446,13.69146634,55.29712196,3.51888939,86.7790796,2.274635833,5841.269607,14.84790913,5.016751126,0,4.171621643,34.04803754,4.374870416,53.15914998,24.93797645,169.922725,15.11963664,12.16952299,3.459175441,0,0,0,8.082799762,6.894369392,222.1689566,0,9.625140765,8.288138272,4.075389807,15.16839862,5.026585718,21.8505684,34.54154147,8944.613947
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-19 23_25_12_J319-P25.DATA,N.A.,3,2020-02-19 AKM,20.9874601,3.558034098,6.358196292,2.676544533,0,15.03297124,8.50072872,1.286747818,179.5852976,5.737809653,15.02323023,0,354.0591329,153.1157844,6.816524267,26.49202366,16.87491552,0,193.6008312,0,49.51522015,0,70.46145998,11.93091906,50.64075117,18.31818768,46.19636972,2.596759946,82.20871852,0,5144.696618,11.47691516,1.487679681,0,0,4.884570545,3.585737666,43.09377922,4.317060719,139.8659472,13.47761897,9.234963874,0,0,0,0,4.106876523,2.828977155,109.6460352,1.950765319,8.56530716,6.951027032,0,6.919777919,6.697254298,14.85768645,15.40330559,7050.564624
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-19 23_51_18_J319-P26.DATA,N.A.,3,2020-02-19 AKM,10.91371132,8.339895932,16.99806482,4.683927816,0,42.68748002,10.83577907,2.522114527,567.7896007,2.370250964,31.47369432,0,672.96314,409.8831,7.432190642,98.59818448,25.37270368,0,202.2726183,0,113.0918529,0,120.4296299,0.830290656,126.2474901,13.57443307,36.14865138,7.325606612,44.47215022,3.286130184,9447.902185,23.34487225,2.404543955,0,5.960781819,23.81811678,0,24.40709187,7.062252224,144.1751198,24.37779989,63.11312156,6.439575471,0,0,0,4.493787146,0,90.76703606,4.44658087,58.42485875,9.015127758,3.242801357,36.82553498,3.620525133,26.74745804,45.73538062,13310.91932
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 00_17_27_J319-P27.DATA,N.A.,3,2020-02-19 AKM,12.2898113,2.319323551,13.93963721,5.294139272,1.464658739,41.61109127,16.4098654,4.25053502,426.2255425,6.288748428,40.81877412,0,729.684883,338.9492019,11.86746088,72.75117221,30.32144875,0,369.6831695,27.43512537,112.4561648,3.155330039,132.3431669,26.81295235,110.5745263,14.86303425,61.22651287,3.709163595,79.34927797,3.086921723,10951.53566,22.6360332,5.777837447,0,6.069151134,9.932477888,4.898166911,35.18915623,11.75833891,271.9033561,28.18672405,20.76720942,2.510595105,0,0,2.9918825,12.49097809,9.497606443,208.2511143,5.223734525,21.01574193,16.99204009,3.092821722,35.19848076,9.794167397,16.60332749,38.52858925,15054.93328
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 00_43_33_GLC37_new2.DATA,N.A.,0.3,2020-02-19 AKM,184.4378632,306.8260127,369.9226187,373.4044375,373.2573236,371.969606,0,372.3934619,377.2249281,344.623752,374.3416147,342.8590236,749.2311475,344.8142568,0,0,365.5706148,343.8796981,360.648226,0,0,0,340.9114867,357.9082883,332.9241803,326.689686,335.4053942,331.8799631,0,0,4.22266894,349.0916085,0,0,336.0571242,327.626728,327.3417965,328.6042202,330.0344438,310.9107981,336.4046198,331.8994083,338.6680114,325.0682617,0,0,0,0,313.6719853,322.3074146,323.6379844,347.8654614,0,0,3.154667615,0,2.780321715,12766.83546
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 01_09_37_J319-P28.DATA,N.A.,3,2020-02-19 AKM,8.772356345,5.864317278,8.643684044,2.891757082,0,13.15636985,14.55745807,0,130.1600728,4.447538703,17.06216633,0,296.910729,114.5772438,5.207417568,19.71051345,19.11183322,0,172.3680712,0,34.04565782,0,84.06103061,14.84924302,47.46868091,8.826814009,25.82337388,0,43.67287616,0,6928.775654,12.27456248,0,0,0,5.667257479,0,20.49478211,4.055446773,97.42049019,17.40339433,8.425439578,3.135515215,0,0,0,3.449295128,0,85.03097732,3.540281094,8.137016518,6.768978369,0,5.099645693,3.949790648,14.92454326,13.6441375,8531.227776
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 01_35_45_J319-P29.DATA,N.A.,3,2020-02-19 AKM,14.79818906,5.581328147,14.37076371,5.161246956,0,32.64339638,30.32329927,1.319898367,273.1509987,6.457228342,30.47923786,0,808.2062247,254.9270832,14.59937524,43.36903643,49.91994856,0,320.8781758,0,106.1468277,0,308.9446976,2.655953403,151.6822818,25.56068684,79.51544706,5.542924894,148.2441671,2.137695762,15261.90822,22.03828484,11.82878761,0,4.883060277,14.77466445,5.620970494,78.51371003,14.34487349,429.8723906,36.75561238,22.03910471,12.42815502,0,0,2.878489621,12.88651986,10.56632909,385.2187723,7.432019,18.5934447,47.8962844,2.957226046,18.853284,14.83828837,25.41246547,30.88978413,19873.07348
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 02_01_52_J319-P30.DATA,N.A.,3,2020-02-19 AKM,34.57042836,3.710196208,8.624725689,3.716631593,0,19.51249349,13.11643619,0,199.968222,4.551303412,22.93241884,0,710.8081776,182.0389605,10.1540821,38.33311311,33.5351123,0,285.9353769,0,80.40683767,1.428097607,304.9386739,22.55795591,102.926098,38.01538379,108.0732787,3.894203922,253.69454,2.38529328,9914.596747,17.20546991,5.254093001,0,0,13.67983581,5.172204452,70.65920243,9.729881389,326.3797279,24.43220716,11.70210849,5.465362928,0,0,0,11.40518501,7.757399587,332.7835563,3.058529236,9.532362689,40.36913543,2.439605807,12.69695108,32.60483846,18.63875209,23.30757121,13720.10111
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 02_27_54_J319-P31.DATA,N.A.,3,2020-02-19 AKM,10.66410666,3.678671247,12.84614345,6.433165224,2.140110943,37.67717409,14.50009854,2.161220941,476.2404072,9.851444861,36.50563453,0,976.3775411,405.3366263,24.97972997,68.63603824,42.62428908,1.684984905,302.3009349,0,153.1786444,0,292.923706,2.815049329,153.9656665,52.2793741,173.9234775,7.788255906,355.9466315,11.71770046,9299.895503,17.92324799,10.66647692,0,8.210126145,27.65201436,8.102550922,129.6155836,14.84121086,564.4471199,22.8907161,21.97794508,1.487226319,2.742252235,0,0,19.58736004,14.33559467,474.1288361,4.927175282,17.54946819,44.65060278,4.282594148,23.90317359,22.82359129,42.03696465,50.14366295,15274.74773
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 02_53_55_J319-P32.DATA,N.A.,3,2020-02-19 AKM,10.68588194,7.620827252,12.92366171,4.267296409,0,47.02110041,21.0052571,6.715252461,650.6518139,6.014876963,38.61680693,0,815.0964335,422.9793445,9.56894365,103.9564364,33.46148906,0,307.5953073,0,90.25626164,0,136.9656002,16.50379738,141.0159058,20.91412301,45.34952435,13.25203403,66.54988231,1.989440937,10958.34937,27.91381816,3.929359886,0,5.274263362,10.50870736,4.34298972,32.91472774,9.878391022,233.4875654,28.0987917,74.04801964,17.14008198,0,3.0296377,0,6.865960723,1.953667291,148.10104,4.636566014,69.81462144,12.04865891,3.519067777,36.90391673,5.44540214,23.31438117,32.80440668,15444.30356
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 03_20_01_J319-P34.DATA,N.A.,3,2020-02-19 AKM,8.319621022,4.273739427,10.76258924,3.989239647,0,37.94402839,11.54416192,2.980784994,829.7993707,1.76304378,40.31782066,0,846.4036911,697.2956549,5.559023212,72.54472516,22.40544405,0,215.2669442,19.63190976,91.81351649,0,116.531598,15.69599142,170.2379758,11.28734666,35.84101151,23.6590126,64.62535853,3.988074884,6934.433987,23.66532,2.183787427,0,4.984508916,40.64705705,2.904236262,37.1066383,18.77912368,339.3491287,18.18827217,61.22577362,11.98567884,0,0,1.394138162,13.64182876,0,279.6303766,4.222701284,60.3793671,26.70113505,2.165242278,76.35527689,9.381111171,7.456796527,35.38673198,12120.55537
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 03_46_07_J319-P35.DATA,N.A.,3,2020-02-19 AKM,7.971309423,1.842324429,11.50473138,4.028295072,0,81.55177909,8.150856858,3.578845876,911.9750765,4.631789395,46.82061832,0,1003.791469,727.5897302,11.81046363,151.7630342,24.69694562,0,310.6391842,49.1635546,128.4620565,1.803944599,108.9275919,17.82116523,280.2746398,33.50923268,87.83743589,27.20587575,182.3603139,4.253622475,6673.779305,27.89845609,0,0,6.909897524,31.86994946,44.05505662,101.5725044,12.88283106,305.5731765,17.61934134,56.08346684,10.06819474,0,0,0,16.38795852,7.663641378,344.457261,2.522076951,87.02405339,18.87761804,4.679266654,83.47318465,19.93759094,21.80128548,40.56494175,13237.20266
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 04_12_13_J319-P36.DATA,N.A.,3,2020-02-19 AKM,9.875100866,2.086598508,11.66930666,5.439254037,0,26.2443072,13.82453802,2.33108551,283.9366995,7.825583438,25.07692343,0,558.0871732,262.869019,12.46744989,47.88134318,29.06230761,0,330.4491834,0,99.52176846,0,103.7618719,16.95893406,87.57888857,37.91797222,83.39354479,3.148458979,168.3227344,5.50341724,7317.900756,17.67394411,4.561710634,0,3.887038668,7.655580739,42.63755227,61.90107451,6.95068965,225.8402469,19.29993436,12.93087414,8.740695468,0,0,0,7.048231302,4.553130405,212.7905735,3.601619787,12.40791328,13.48429551,2.441182497,10.52703308,8.96458878,30.64016354,29.72454607,10723.13824
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 04_38_19_J319-P37.DATA,N.A.,3,2020-02-19 AKM,9.774257303,11.08566799,10.66996811,4.804848438,0,47.91925668,8.458639414,2.771970353,668.1777137,1.917305846,38.73211251,0,861.9351518,458.4204354,6.018295181,91.75793064,27.24860003,1.33303644,302.0682088,0,104.2057331,0.881057691,103.3108297,1.103838695,156.0252949,10.44570505,32.38886342,14.1284961,38.58179048,1.629806826,7830.947338,29.6689743,2.913413122,0,7.861543644,15.50591228,5.603793002,32.26852077,9.649106699,214.9949728,19.19866861,60.62587537,17.42687848,0,2.801199278,1.988564645,10.99469676,2.862195562,260.1870512,3.89051921,56.64893747,12.24459887,7.647900671,53.47385058,0,20.75385166,41.34148869,12426.76328
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 05_04_25_J319-P38.DATA,N.A.,3,2020-02-19 AKM,5.995510565,4.150061801,16.03533814,7.12562989,0,34.6234308,14.7493541,3.852722101,650.2468989,2.963121382,50.48352894,0,1169.79946,611.3793788,14.79178395,39.27201021,43.70987199,0,362.8570532,0,182.2927901,0,320.3009083,24.89831007,246.5104837,14.00609997,83.23880419,10.31115156,157.7409742,4.495253523,9436.531246,25.28346323,5.23016943,0,13.74797567,21.21249536,9.96996877,92.17469041,33.80882242,526.4272052,25.07050625,25.24560912,9.099180596,0,0,3.574774559,30.6747243,14.02716472,496.1452282,7.436494534,17.88807106,38.7647164,5.099883532,38.46242813,19.82929398,30.75365333,60.64748975,15714.82376
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 05_30_30_J319-P39.DATA,N.A.,3,2020-02-19 AKM,7.636550757,2.799026768,13.0039264,5.23300086,0,24.45932775,19.93360806,1.689960306,252.178919,5.357748317,22.48831558,0,585.8771956,217.248078,15.07902591,50.85056013,24.54152952,0,343.3378119,0,100.3548677,1.959853353,93.80189449,26.98362813,99.13413948,54.9680578,89.91779456,5.349218513,133.5257203,0,7696.419209,17.66585448,4.662881817,0,3.15192869,5.398952275,2.686297003,66.70187946,7.618836213,133.7781658,19.33499358,10.70792795,7.723091487,0,0,0,5.166907232,2.823313046,192.8570054,3.709812427,10.24991988,8.373117353,0,7.288536989,4.886402241,26.05778331,34.12144933,10859.94492
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 05_56_36_J319-P40.DATA,N.A.,3,2020-02-19 AKM,11.14900524,6.674332798,15.2096782,7.761097898,0,37.65640465,18.90614312,3.38755311,409.8956226,14.54516476,28.64883804,0,748.5890022,350.4284296,23.92927436,102.3773333,28.71706181,4.849204156,223.0176721,0,142.9417298,0,102.8220806,22.23676396,116.0176414,111.6542952,161.0062916,6.168319443,225.030889,0,8880.313804,14.85428602,4.084907081,0,6.007343327,2.39454779,3.807610461,133.0016465,7.281069838,155.0623694,20.54454397,14.3304088,10.98635775,0,0,0,8.102871686,4.078571003,199.6836152,2.889135339,12.24974024,5.938779823,3.087695157,4.960013781,9.766653003,42.60567644,45.87892314,13026.57487
