file,RUNINFO,IVOL,METHODNAME,1_C04:0_AREA,1_C06:0_AREA,1_C08:0_AREA,1_C10:0_AREA,1_C11:0_AREA,1_C12:0_AREA,1_C12:1_AREA,1_C13:0_AREA,1_C14:0_AREA,1_C14:1_AREA,1_C15:0_AREA,1_C15:1_AREA,1_C16:0_AREA,1_C16:1n-7_AREA,1_C16:1n-7t_AREA,1_C16:1n-9_AREA,1_C17:0_AREA,1_C17:1_AREA,1_C18:0_AREA,1_C18:1n-12_AREA,1_C18:1n-7_AREA,1_C18:1n-7t_AREA,1_C18:1n-9c_AREA,1_C18:1n-9t_AREA,1_C18:2n-6TT_AREA,1_C18:2n-6c_AREA,1_C18:2n-6t_AREA,1_C18:3n-3_AREA,1_C18:3n-6_AREA,1_C18:4n-3 SDA_AREA,1_C18:5n-3?_AREA,1_C19:0_AREA,1_C20:0_AREA,1_C20:1n-12_AREA,1_C20:1n-15_AREA,1_C20:1n-9_AREA,1_C20:2n-6_AREA,1_C20:3n-3_AREA,1_C20:3n-6_AREA,1_C20:4n-6_AREA,1_C20:5n-3_AREA,1_C21:0_AREA,1_C22:0_AREA,1_C22:1n-9_AREA,1_C22:2n-6_AREA,1_C22:3_AREA,1_C22:4n-6_AREA,1_C22:5n-3_AREA,1_C22:5n-6?_AREA,1_C22:6n-3_AREA,1_C23:0_AREA,1_C24:0_AREA,1_C24:1n-9_AREA,1_Diatom II_AREA,1_Diatom III_AREA,1_UNK I_AREA,1_UNK II_AREA,1_ant-15:0_AREA,1_iso-15:0_AREA,1_Total FA_G_AREA
C:\CompassCDS\Data\2019\12\05_reprocessed\2019-12-05 15_17_32_Tseng_#2.DATA,N.A.,1,2019-11-25 AKM,1.797483074,0,3.730467862,0,0,3.083258857,7.672074149,0,3.758842092,0,0,0,47.2956562,6.442153594,3.009676958,2.639089844,8.934048278,0,37.85431896,0,8.519504857,0,37.44099804,2.982110166,0,17.43046203,0,29.80595926,0,0,0,2379.641188,9.234938272,0,0,0,0,0,0,12.47307807,23.27233872,7.565577176,6.993808844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.277691054,2693.984552
C:\CompassCDS\Data\2019\12\05_reprocessed\2019-12-05 15_43_36_Tseng_#3.DATA,N.A.,1,2019-11-25 AKM,9.969845368,0,2.57134571,0,0,3.003580884,6.7908719,0,4.707863485,0,3.067574073,0,88.47592204,11.11525837,9.015022607,5.085654234,14.69901878,4.433135736,50.34578479,0,23.49710538,0,98.4787185,4.360725588,0,41.41786998,1.674045538,53.26080279,0,0,0,2657.195337,10.10898874,2.575570745,0,0,0,2.402427968,0,30.76695911,47.59836246,8.506186844,8.519247832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.026434491,3252.812093
C:\CompassCDS\Data\2019\12\05_reprocessed\2019-12-05 16_09_41_Tseng_#4.DATA,N.A.,2,2019-11-25 AKM,34.07228499,0,12.77992354,0,0,9.881638926,22.15293441,0,13.05231958,0,7.659956683,0,288.3879252,58.87648723,22.95726701,15.77423458,49.86530628,9.778393844,161.3223921,1.888284996,93.32711625,0,331.9748056,10.48621318,3.252524356,165.9558362,12.18867306,224.7270872,4.008814534,7.811027498,3.299439389,2.153144628,36.34920482,3.284028791,0,2.68840392,2.132792209,3.69323585,0,121.7025294,207.6726622,37.8212719,23.6299184,0,4.592549895,0,0,0,0,7.294528425,9.120338626,1.984932164,0,0,0,3.061324093,4.20116093,0,6.535337732,15613.46375
C:\CompassCDS\Data\2019\12\05_reprocessed\2019-12-05 16_35_46_Tseng_#5.DATA,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\CompassCDS\Data\2019\12\05_reprocessed\2019-12-06 01_43_43_GLC37_2.DATA,N.A.,0.2,2019-11-25 AKM,86.26016316,181.980889,219.0951263,198.1849651,183.5305543,168.57041,0,156.2408894,146.419777,134.7873542,137.6432929,126.2722216,264.9356198,121.7538281,0,0,127.2035509,117.6487442,123.1801145,0,0,0,112.5916214,118.4824409,0,110.4790588,107.5387033,112.2641138,110.3218379,0,0,1.885090717,117.990671,0,0,110.1016869,103.6517484,105.0790864,105.1832863,105.9026277,103.6394295,112.7795029,110.5015187,107.3624006,100.9862274,0,0,0,0,97.43997136,107.5898548,102.8402546,106.9043679,0,0,0,0,0,0,4686.244718
C:\CompassCDS\Data\2019\12\05_reprocessed\2019-12-06 02_09_47_50-QF3854-pom.DATA,N.A.,3,2019-11-25 AKM,26.08256272,0.830324817,16.09690391,0,0,6.166390682,18.39643819,0,28.96402495,0,4.533294042,0,126.144674,19.91569675,0,4.89008546,13.92182909,0,171.9657902,1.938593032,7.144110181,0,16.69651004,9.908760591,0,10.83320349,3.945313841,4.937940542,0,10.35754699,4.2275564,7649.201727,15.50446459,0,0,0,0,0,0,0,12.57423364,19.46820836,7.372200348,4.333156799,0,0,0,0,0,8.295058809,0,5.929496756,0,0,1.212144041,0,0,3.055756715,1.76740431,8511.462765
C:\CompassCDS\Data\2019\12\05_reprocessed\2019-12-06 02_35_57_52-QF3887-pom.DATA,N.A.,3,2019-11-25 AKM,19.89710091,7.996757512,9.810296002,0,0,5.097807042,6.511674242,0,17.22457348,0,1.992232964,0,82.94054092,15.19954096,0,3.946115255,8.189630226,0,64.65663691,0,10.10306409,0,20.28902902,9.561578151,0,11.43540728,5.643832581,8.379426108,0,9.852592279,0,4350.947961,5.220630557,0,0,0,0,0,0,0,9.218228877,11.7876712,5.020344387,8.088242194,0,0,0,0,0,9.35958055,7.530702032,3.101076943,0,0,0,0,0,0,2.220838969,4871.258157
C:\CompassCDS\Data\2019\12\05_reprocessed\2019-12-06 03_54_18_Q19-023.DATA,N.A.,3,2019-11-25 AKM,33.14003965,0,5.411016247,0,0,4.239649398,4.312900475,0,29.71383703,0,4.1534903,0,183.8633696,14.12724272,0,5.509485953,9.735092379,0,205.2958745,0,5.366767303,0,13.56892027,3.732412176,0,21.40179485,3.880744961,5.624402825,0,16.41542432,4.431944362,4435.79664,6.498613452,0,0,0,0,0,0,51.09467898,13.03635143,12.4056544,2.648151292,2.325449872,0,0,0,0,0,10.33630268,0,3.272058873,0,0,0,0,0,1.48068907,2.569253714,5307.507777
C:\CompassCDS\Data\2019\12\05_reprocessed\2019-12-06 04_20_25_Q19-006.DATA,N.A.,3,2019-11-25 AKM,8.597770873,0,7.094706857,1.762199427,0,5.480096643,5.562368741,0,38.67085623,2.237508533,6.129814646,0,184.5740549,33.88799392,1.552808574,9.421495635,13.3887343,0,308.4016389,0,17.08383593,3.039482906,44.87600385,8.502230451,0,64.56399482,5.849463977,13.24767999,0,18.9579873,4.297526251,8092.915826,17.01788452,0,0,0,0,0,0,0,16.35410291,25.50730187,4.688043442,13.26156534,32.49246775,0,0,0,0,14.1552765,0,4.458597558,0,0,0,0,71.73732005,5.54822868,4.212318381,9388.037265
C:\CompassCDS\Data\2019\12\05_reprocessed\2019-12-06 04_46_32_F_M3_50_0.5.DATA,N.A.,0.5,2019-11-25 AKM,7.083841339,0,1.581448931,0,0,0,0,0,7.666688472,0,2.921350284,0,67.41515438,22.08897032,17.22789546,3.974708208,5.301187368,7.542196096,61.80417344,0,28.60705949,0,92.73883443,0,0,32.71074606,0,132.0827333,2.687109176,20.34433712,0,298.1229352,2.39504886,3.237597717,0,12.05463141,7.890081585,39.13490779,4.116853033,44.91492552,42.37427512,2.075714275,3.179516866,2.882676944,0,5.119876025,0.890055068,6.07178988,0,20.78316784,0,0,0,0,0,0,10.47306004,2.822094459,6.941315181,1108.633431
C:\CompassCDS\Data\2019\12\05_reprocessed\2019-12-06 05_12_36_F_M3_100_0.5.DATA,N.A.,0.5,2019-11-25 AKM,2.126425284,0,0,0,0,0,0,0,10.29352713,0,3.669370689,0,95.5402511,30.34155731,23.69138351,5.009258603,6.958790232,11.77913614,89.83432335,1.383875222,42.57395634,0,135.7949087,0,0,45.33409709,0,188.8065541,3.902056662,28.2778406,0,232.3928338,4.149370049,3.983140294,0,16.60625737,11.22094973,55.42574476,5.660425255,57.68707924,87.79904253,3.134829253,3.761223956,2.989592926,5.590329019,6.948829864,3.566327617,7.856515807,0,26.99375152,0,25.92158497,0,0,0,0,14.67787489,4.061438014,10.5733047,1421.791407
C:\CompassCDS\Data\2019\12\05_reprocessed\2019-12-06 05_38_40_F_M31_50_0.5.DATA,N.A.,0.5,2019-11-25 AKM,2.890866532,0,0,0,0,0,0,0,9.696081607,0,2.94637065,0,61.11105424,17.53679283,11.03260163,0,2.91104496,6.150778945,41.62541818,0,15.38604335,0,39.49069257,0,0,12.83689509,0,36.54279275,0,9.2953114,0,246.5661803,0,0,0,6.482465379,3.786256194,14.78092784,0,26.96299856,45.22173511,0,0,0,0,1.779689233,0,4.997356886,0,25.03390374,0,0,0,0,0,0,4.882001515,0,2.853276023,699.1154636
C:\CompassCDS\Data\2019\12\05_reprocessed\2019-12-06 06_04_45_F_M31_100_0.5.DATA,N.A.,0.5,2019-11-25 AKM,1.222619755,0,0,0,0,0,0,0,17.66874737,0,4.435527229,0,101.4314685,30.67839243,19.19746193,1.702396501,4.29127996,11.17354873,66.91308553,0,29.7145476,0,72.11325421,0,0,21.33379857,0,64.76784167,0,15.8516576,0,246.3147214,3.764532644,3.304410688,0,9.298365403,6.905604969,24.98649416,2.775191333,56.38780411,92.0378994,0,2.267852771,2.407254971,0,4.439873758,3.896496218,10.05604334,0,49.79026872,0,0,0,0,0,0,7.77610508,2.173174691,5.140214423,1083.284419
C:\CompassCDS\Data\2019\12\05_reprocessed\2019-12-06 06_30_49_F_SIC_50_0.5.DATA,N.A.,0.5,2019-11-25 AKM,11.42004721,0,0,0,0,0,0,0,14.88771099,0,4.663754757,0,60.52227116,7.637343896,2.995402936,0,2.453809888,0,28.9969941,0,3.582072222,0,11.75463431,0,0,8.941170295,0,6.466628218,0,6.95788142,0,355.6428013,0,0,0,2.409822615,0,2.09200995,0,6.451819343,47.97101781,0,0,0,0,0,0,5.685407931,0,26.39122764,0,0,0,0,0,0,0,0,1.083922567,642.9327503
C:\CompassCDS\Data\2019\12\05_reprocessed\2019-12-06 06_56_44_F_SIC_100_0.5.DATA,N.A.,0.5,2019-11-25 AKM,2.817554755,0,1.847540105,0,0,1.422950449,0,0,29.28299824,0,9.582833819,0,131.9178336,16.45001871,4.474013503,2.309842627,6.011779638,2.366738693,63.11947735,0,7.347777059,0,24.51879243,1.335040529,0,17.4108095,0,11.63755214,0,14.77863024,0,412.3011708,0,0,0,3.585043457,3.76967271,4.045325703,0,14.01122148,104.0236374,0,0,4.393720416,0,0,0,12.55458726,0,55.43306608,0,0,4.652046952,0,0,0,5.887104579,0,2.855828456,1027.702302
C:\CompassCDS\Data\2019\12\05_reprocessed\2019-12-06 07_22_58_J319-P43.DATA,N.A.,3,2019-11-25 AKM,72.89260023,0,10.31348828,0,0,11.46844126,16.66439906,0,48.20321253,0,7.474504798,0,240.4670249,17.65080025,0,9.083464807,15.55422797,0,217.635283,0,6.368376648,0,27.05707976,17.08404893,5.785144368,14.25680513,0,5.672856847,0,10.32670598,13.48903519,6389.438445,12.57742351,0,0,0,0,0,0,0,8.397496021,15.69298647,8.544563058,4.459399651,0,0,0,0,0,6.315770168,0,7.113428422,0,0,0,0,0,4.824622826,4.565716541,7373.017295
C:\CompassCDS\Data\2019\12\05_reprocessed\2019-12-06 07_49_05_J319-P46.DATA,N.A.,3,2019-11-25 AKM,64.83936578,0,12.27782806,0,0,13.17130071,17.10393691,0,51.9116254,1.862219021,8.64403073,0,255.4049503,47.21327882,0,14.71219229,15.70043186,0,294.7466706,0,21.4195593,3.506854045,48.75449461,14.28397125,0,22.88907129,20.54288467,23.65995428,0,62.69903032,40.84337553,6441.50868,16.25608837,0,0,0,0,0,0,0,40.16589723,16.20549276,8.713870824,2.927490902,0,0,2.343827595,0,0,36.23856574,0,6.790681006,0,0,0,0,1.894651217,5.491513833,4.222912881,8086.663703
C:\CompassCDS\Data\2019\12\05_reprocessed\2019-12-06 08_15_12_J319-P49.DATA,N.A.,3,2019-11-25 AKM,71.51943054,0,12.03154058,2.745594751,0,15.63825431,24.37068568,0,76.04618655,0,7.315783527,0,221.1751512,64.03265654,1.284892266,15.39161172,9.881560489,0,199.0138164,4.566819017,22.80936957,1.916231036,28.79101159,12.95030225,0,34.91638304,20.18380131,23.00478571,0,65.1745877,3.912798661,5303.888153,9.570415491,0,0,0,0,0,0,0,64.34598569,12.68957039,7.070175444,1.785987043,0,0,0,0,0,53.45956298,0,4.300273081,0,0,4.966213646,0,3.233001299,6.037015209,6.99443669,6602.847799
C:\CompassCDS\Data\2019\12\05_reprocessed\2019-12-06 08_41_19_J319-P51.DATA,N.A.,3,2019-11-25 AKM,38.48735158,0,13.12472463,2.299978519,0,18.07303713,23.51711,0,94.61429606,0,8.621672206,0,192.4962438,63.38143907,0,15.30782426,12.45291561,0,102.7101528,0,30.95720364,0,63.73796218,7.421493034,0,57.11473451,9.736811634,27.52602737,0,52.12630241,0,4199.026023,6.542412809,0,0,0,0,0,0,4.392368278,96.71428663,10.0392252,5.787640419,0,0,0,0,0,0,91.0395354,0,3.94329983,3.142055929,1.602013642,9.95945969,0,3.021593879,7.242693149,10.93762942,5479.976919
C:\CompassCDS\Data\2019\12\05_reprocessed\2019-12-06 09_07_25_J319-P52.DATA,N.A.,3,2019-11-25 AKM,60.78497569,0,5.245281342,2.805142481,0,15.70904025,21.4442389,0,134.1612281,4.128382852,11.57829781,0,289.4747272,120.2809465,4.123509269,21.82423749,14.85863219,0,191.7393279,0,50.23249145,2.525467889,68.97884474,9.220832486,0,39.86087422,24.88763882,39.8167642,1.499837934,65.30857009,0,6562.20359,11.4951181,0,0,0,0,0,0,0,81.93033239,16.9883943,6.981653116,3.096790752,0,0,0,4.22146658,0,92.79505275,0,6.122134734,2.461992654,0,4.075141579,0,7.68994878,14.02503713,18.27518208,8196.47792
C:\CompassCDS\Data\2019\12\05_reprocessed\2019-12-06 09_33_32_GLC37.DATA,N.A.,0.2,2019-11-25 AKM,113.1724211,276.3970466,349.7471316,332.5805603,318.4369696,305.6057475,0,296.404738,290.2236184,261.8648337,280.2501833,251.9674258,550.0233862,248.8689417,0,0,267.2313588,241.1214,262.2316706,0,0,0,238.0158113,252.8042816,3.556629229,233.220446,227.9049321,233.2289227,232.2358569,0,0,4.898925843,257.7386775,0,0,235.5178727,227.3367075,227.0624752,228.4159191,229.9312903,222.2482562,250.662807,248.4355959,238.0499522,226.7078721,0,0,0,0,219.0001732,242.215044,233.5276173,244.2276814,0,0,0,0,0,1.525931147,9501.535889
C:\CompassCDS\Data\2019\12\05_reprocessed\2019-12-06 09_59_38_GLC463.DATA,N.A.,0.2,2019-11-25 AKM,58.34627837,105.1543193,241.9060471,227.8130883,112.2719961,428.2407027,210.3547189,95.45797443,504.526681,183.8458372,102.3501449,91.37900162,391.7123416,341.0900926,86.47176364,0,192.1913471,166.8682737,377.5273472,78.5425626,82.84430098,84.97472093,333.3992514,88.50177741,81.234003,315.422552,160.8752603,321.8904321,85.90848534,0,0,96.1682456,373.5584254,173.7746727,156.1037982,170.9559568,157.7960687,159.5956681,81.33201327,81.80932724,154.0305832,4.522266883,186.3050966,323.8839424,80.81307515,153.7181896,76.54585339,148.5714543,0,150.4570341,4.312376812,182.836654,86.22828491,0,0,0,0,0,0,8846.177913
C:\CompassCDS\Data\2019\12\05_reprocessed\GC Standby_2019-12-06 10_25_42.DATA,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
